pays_affecte,AGO,BDI,BEN,BFA,BWA,CAF,CIV,CMR,COD,COG,ETH,GAB,GHA,GIN,GMB,GNB,GNQ,KEN,LBR,LSO,MLI,MOZ,MRT,MWI,NAM,NER,NGA,RWA,SDN,SEN,SLE,SOM,SWZ,TCD,TGO,TZA,UGA,ZAF,ZMB,ZWE
SDN,2.9088226717488967e-6,1.080564749678536e-6,4.007702706227144e-6,1.7280296083788936e-6,-7.479197963785585e-9,0.011749640268342777,-3.611610500596377e-8,-2.8971842596728093e-4,-1.4517910147533784e-4,-1.427522790056512e-4,0.011901850838824557,4.7075137440369104e-6,-1.5865244848922097e-8,-1.7990740911569514e-8,2.2356096862919293e-10,4.10820701489866e-10,2.9175863171594036e-6,-2.402579886393101e-4,6.329286450237048e-10,-1.3747472607348804e-11,1.7902346660391994e-6,-4.441640788810877e-8,-1.8410405634982488e-8,-4.4949338745800006e-8,-5.3445455151696443e-8,-1.44653759120011e-4,-1.4201200475586566e-4,9.98217836391231e-7,-0.03355972593903454,-1.789861334621896e-8,1.7408383870827747e-10,-2.4401378846344493e-4,4.48568377342398e-10,0.011750761921910971,-8.022852055622904e-8,4.764151918736083e-6,4.831714882242604e-6,1.320770963887524e-9,1.053004104555436e-6,-6.987384607778837e-9
SEN,-5.639632008905243e-12,-9.571909674716304e-13,1.5716671762938474e-6,-6.876740509868801e-5,5.675094291669824e-15,-1.0396849750741893e-8,-1.4058686607306157e-4,-2.3980497315077512e-8,1.253440730948297e-10,3.736356638438753e-10,2.2377441464159912e-10,2.3729836424187196e-10,2.458440244069501e-6,0.006853680570958199,0.0071403929972732975,0.007069055279769696,2.446652245247126e-10,-4.494606443204868e-12,-6.739794900665242e-5,1.5372548611385976e-17,0.006851670386867681,1.324569732301376e-14,0.007069076203117859,1.3437274172019316e-14,9.482248561043094e-14,-7.064964831207241e-5,8.472896553674655e-7,-9.380617605619887e-13,-1.0739168007731374e-8,-0.0340484955470578,-6.993467112675839e-5,-4.588214927701651e-12,-1.2249757883099187e-16,8.698171604624691e-7,6.400607554084688e-7,-8.534081870333359e-13,-8.870166367418312e-13,-1.4768980762336366e-15,-8.855448005122026e-13,5.517535126479292e-15
SLE,1.3508518973356747e-13,2.3306353661735574e-14,-1.04795335147098e-7,8.492563779148943e-6,-1.388695903661962e-16,2.5297399568194245e-10,-5.480713743888461e-4,5.66596828227634e-10,-3.051966966117701e-12,-8.91885912498689e-12,-5.441135057765411e-12,-5.60560851861633e-12,6.761974810733902e-6,0.01748477616705485,2.1837812957120703e-6,-1.7980953016739616e-4,-5.780827020820187e-12,1.0928682507870854e-13,0.017660833238924884,-3.700264008342963e-19,-1.731982164676185e-4,-3.2278216588959637e-16,3.986544834306201e-6,-3.274625067251913e-16,-2.274193297988559e-15,1.7165727407447918e-6,-1.9546247260433377e-8,2.284054499257204e-14,2.611257580624162e-10,-1.74836677816896e-4,-0.033568076383464575,1.1156369112942446e-13,2.98970750083091e-18,-2.1150009964154963e-8,-2.2752651035030548e-7,2.0781454608648482e-14,2.1600057481103897e-14,3.5549816322783273e-17,2.159631398033023e-14,-1.3502824202756123e-16
SOM,-6.114049901616118e-8,1.9545167122182814e-6,2.5685774002160768e-9,1.1074251438890641e-9,-1.4703021471551945e-8,7.481658809812397e-6,-2.314540229747324e-11,-1.8449518671896268e-7,6.085368053998306e-6,-1.3815418004927347e-7,0.017573478648117664,3.588319643782379e-9,-1.01673359097118e-11,-1.1529578717596114e-11,1.432716816764733e-13,2.6327929232827924e-13,1.845650714801461e-9,0.0174792595387894,4.056194198416791e-13,2.0568348991280854e-10,1.1472929861265985e-9,2.0423163052082376e-6,-1.1798525443356325e-11,2.062683089132057e-6,-1.3689867930273023e-8,-9.270306400774442e-8,-9.102248118022492e-8,6.241613382502352e-6,-3.6602068269516743e-4,-1.147053731925413e-11,1.115636911294245e-13,-0.03365716841734934,-2.1052118376621163e-8,7.530629356769879e-6,-5.141839086209591e-11,-2.689388745702423e-4,-2.709493193158325e-4,-1.9760779962032565e-8,1.9895767705855545e-6,-3.618320793201812e-8
SWZ,3.4923378260851973e-6,1.3549254665179759e-6,2.596566126187144e-13,2.6612238209473075e-14,-1.758686111170524e-4,-1.9347732154298456e-8,-5.890999615188701e-16,1.1523639714952645e-9,2.5940407388038845e-6,-7.456578494628343e-8,-2.0842639988127458e-8,9.203352364722706e-10,-1.7955747087887858e-16,-3.081772655737812e-16,3.8251115950237306e-18,7.03282787023101e-18,-3.115351575921812e-11,1.3761605368149736e-6,1.0472458003484116e-17,-1.8389464210839574e-4,3.063113940329843e-14,0.01765740534650258,-3.150043913183886e-16,-1.8107302108592429e-4,-1.7536771295618186e-4,-2.4726103623584924e-12,-1.4664669594269976e-11,1.3266129325995433e-6,6.728525660135969e-10,-3.062439470774796e-16,2.9897075008309076e-18,-2.1052118376621173e-8,-0.03338611620240803,2.1591931256763965e-10,-4.3272811889330106e-15,-1.7881092352928503e-4,1.333439459707802e-6,0.017667444093063506,-1.692489540172832e-4,-3.614272991267817e-4
TCD,2.612147762795722e-6,6.454825543758575e-7,-1.9594005444818042e-4,-8.395867171565406e-5,-4.1942537915691875e-9,0.006917365714420721,1.7549529844874864e-6,0.006944057435277649,-8.452695162042533e-5,-1.5664220575175067e-4,-1.4691192624648335e-4,-6.810920240268735e-5,7.704351759039439e-7,8.742964759280787e-7,-1.0864370505235945e-8,-1.9964636321305494e-8,-7.086056791495895e-5,2.9503956876154794e-6,-3.0756170935585056e-8,-8.085893563928648e-12,-8.69998609977752e-5,-9.074511397999973e-9,8.94688703125115e-7,-9.212073475786175e-9,-4.548032308388081e-8,0.007029709743805932,0.006976776407307418,6.325628113949031e-7,0.007050457153146582,8.69817160462469e-7,-8.460003985661984e-9,3.0122517427079514e-6,8.636772502705588e-11,-0.033520614754061345,3.9170737431968245e-6,5.766042733307229e-7,5.994180000299444e-7,7.768419506152063e-10,6.155460815706542e-7,-4.085342846511285e-9
TGO,3.1908202657074797e-10,-1.2805527349772426e-11,0.011777784170646451,0.01147103954937841,1.9758341423040931e-13,-1.080314860055391e-7,-3.635325606856992e-4,2.7359334445790323e-6,1.6772364290450197e-9,-2.6578382250155763e-8,1.6717374173802246e-9,-2.7273953118724504e-8,0.011775770926179934,5.598616184310164e-6,-1.3324365756978053e-8,-7.159852890659899e-8,-2.79096643142371e-8,-3.344696877640795e-11,4.487132040476951e-6,-5.498488640964344e-16,-1.112254007423522e-4,2.2433266379008812e-13,1.1443844208189024e-6,2.296690850373718e-13,-4.847884047203566e-12,-2.993944239360124e-4,-1.8025711219371522e-4,-1.2543004732670352e-11,-8.022852055622903e-8,1.066767925680781e-6,-1.5168434023353695e-7,-3.4278927241397266e-11,-2.8848541259553397e-15,6.528456238661373e-6,-0.03356685664329347,-1.1784059506006079e-11,-1.2283319526132297e-11,5.2826031007103063e-14,-1.793527143065516e-11,1.9459409685344956e-13
TZA,-6.554076981858857e-5,0.004359129701113261,2.506025995011211e-10,4.9467460325879065e-11,-3.172360351597809e-5,-3.2464706253502905e-5,-1.0564625704026697e-12,7.858236739243454e-7,0.00420251632734598,-3.139435923624211e-5,-6.655799831823299e-5,3.844542698338157e-7,-4.097026402284068e-13,-5.363706083794437e-13,6.66213484107554e-15,1.2245040922217522e-14,-1.6182698668062664e-8,0.00439507077672605,1.8616323235931904e-14,4.364068433229377e-7,5.334938207846611e-11,0.004336685305419795,-5.486341192376566e-13,0.004379926387334238,-3.058705880113676e-5,-4.309042896849123e-9,-1.263073618879507e-8,0.004268033272610373,1.786556969526031e-6,-5.333801168958349e-13,5.195363652162117e-15,-6.723471864256057e-5,-4.4702730882321245e-5,3.603776708317017e-7,-4.419022314752276e-12,-0.03351405432044269,0.004290509421637372,-4.1927232995149446e-5,0.004292315524764065,-7.733336555959987e-5
UGA,-6.624787116197283e-5,-2.722510842162613e-4,5.226501407696071e-10,1.028047341979835e-10,9.788341612971178e-7,-6.735546386098953e-5,-2.1958775599544655e-12,1.6438781855425547e-6,0.008721049571198292,-6.623928667286667e-5,-1.3411161082286488e-4,8.113067515639222e-7,-8.508538422060209e-13,-1.1149905075565713e-12,1.3848998709032933e-14,2.545456990888046e-14,-3.399984269789946e-8,0.008855852680554043,3.869573414706855e-14,-6.153480794213351e-9,1.1090071912413505e-10,-6.46454387933631e-5,-1.1404802831876926e-12,-6.528393313761154e-5,2.0231501913495885e-6,-8.957457008048374e-9,-2.6365586377393925e-8,0.0087864171309106915,3.6237861616819534e-6,-1.1087707959272894e-12,1.0800028740551942e-14,-1.3547465965791625e-4,6.667197298539012e-7,7.492725000374303e-7,-9.212489644599219e-12,0.00858101884327475,-0.033428948999803136,5.911878489935679e-7,-1.3206368536774964e-4,1.6571229659918874e-6
ZAF,-7.008436507762619e-5,4.0084811630829685e-7,-1.7894518940167582e-12,1.5074900260193412e-13,0.0058068528433565005,-4.263386901481404e-8,-2.7951357964168083e-15,-1.2526930044977285e-8,3.7700570890824784e-6,1.0657344145139903e-6,-6.530947628612786e-9,-1.3193716067981423e-8,-2.0840335001191644e-15,-1.2332249980335877e-15,1.537254861138598e-17,2.820878391842465e-17,4.05046857284245e-10,4.305950030105447e-7,4.737859312333577e-17,0.005948445063605973,1.230966524885711e-13,0.005696887065687733,-1.2659002113242114e-15,-5.6587798540300946e-5,0.005789599075481079,-9.972701252680397e-12,1.2245532239838438e-10,3.924778012984224e-7,6.60385481943762e-10,-1.2307483968613643e-15,1.184993877426109e-17,-6.5869266540108585e-9,0.005889148031021169,6.473682921793389e-10,2.6413015503551525e-14,-5.590297732686595e-5,3.941252326623786e-7,-0.03386764308053673,-2.911453141477191e-4,0.005728443962817186
ZMB,0.004372073864966281,-6.653930647351002e-5,3.9846171470308055e-10,4.919020639407095e-11,0.004353480865812172,-3.2805287576368055e-5,-1.075351001635925e-12,1.6537796397766395e-6,0.004361537339881031,-1.019432283981719e-4,4.837118683822145e-7,1.2574536933941321e-6,-3.5856140712599794e-13,-5.568272316608893e-13,6.913009458386158e-15,1.2708841834767685e-14,-4.3390498635455896e-8,-3.25026258870891e-5,1.9058812524901447e-14,2.2728272011803837e-6,5.535860722079488e-11,0.004283453540061255,-5.69296611404894e-13,0.004380097276617682,0.004270590110880786,-4.469565635280181e-9,-2.1969308643132223e-8,-6.514021374413042e-5,3.948765392082885e-7,-5.534655003201266e-13,5.3990784950825555e-15,4.973941926463887e-7,-4.23122385043208e-5,3.847163009816588e-7,-6.725726786495684e-12,0.004292315524764067,-6.603184268387482e-5,-2.1835898561078923e-4,-0.03346496926100897,0.004294565739019323
ZWE,-1.3947869418298235e-4,1.3404678930768352e-6,-7.187070710215161e-12,-4.4067927826410915e-13,0.006921036962685633,3.634545620360916e-7,1.0234982650881664e-14,-3.59571854246872e-8,-5.0602990510669336e-5,2.569210067725377e-6,-1.4230302004355693e-8,-3.174853806437802e-8,2.028487745571851e-15,5.557054934536502e-15,-6.891626035275419e-17,-1.2675782605859967e-16,1.0351868520532515e-9,9.459752638622651e-7,-1.8399410875919315e-16,-7.155059759620977e-5,-5.518797180612251e-13,0.007015334665351427,5.675419066543617e-15,-1.2569527156639973e-4,0.006901357194024987,4.451694638855342e-11,4.2485034509375516e-10,1.3123545732234687e-6,-4.1924307646673015e-9,5.5175351264792935e-15,-5.4011296811024486e-17,-1.4473283172807256e-8,-1.4457091965071274e-4,-4.085342846511284e-9,1.1675645811206976e-13,-1.2373338489535984e-4,1.3256983727935099e-6,0.006874132755380623,0.006871305182430918,-0.03341090217624813
