iso3,annee,z_conflits,lag_z,cluster
SOM,1996,1.9875297230366538,-0.3938062124194023,NS
SSD,1996,-0.45632967972140986,0.08678599276710457,NS
SWZ,1996,-0.45632967972140986,-0.3354301602709932,NS
TCD,1996,-0.3345634483689172,-0.30300375567734206,NS
TGO,1996,-0.45632967972140986,-0.4563296797214098,NS
TZA,1996,-0.44643105930815574,0.5971882359001875,NS
UGA,1996,0.9182367020762351,0.09099942239222311,NS
ZAF,1996,-0.21453064082057657,-0.4261719259358152,NS
ZMB,1996,-0.45632967972140986,-0.21781507490167978,NS
ZWE,1996,-0.45632967972140986,-0.3717805673985297,NS
AGO,1997,0.12549394021044558,0.4634108409328186,NS
BDI,1997,3.5274367047704516,0.6824483214229963,NS
BEN,1997,-0.4602991360486669,-0.3979126037848615,NS
BFA,1997,-0.4602991360486669,-0.42219030054229667,NS
BWA,1997,-0.4602991360486669,-0.4309787705221446,NS
CAF,1997,-0.4602991360486669,0.33721310516595915,NS
CIV,1997,-0.4602991360486669,-0.39105589528642326,NS
CMR,1997,-0.4602991360486669,0.08968133323712055,NS
COD,1997,0.2525838276075698,0.7726616761220458,HH
COG,1997,2.5216578082210384,-0.20056392806559706,NS
DJI,1997,-0.4602991360486669,0.026564746667577604,NS
ERI,1997,0.49566261251879645,-0.18145015541808202,NS
ETH,1997,-0.44253311918364124,-0.011811897886768771,NS
GAB,1997,-0.4602991360486669,0.5336865120412349,NS
GHA,1997,-0.4602991360486669,-0.4602991360486669,NS
GIN,1997,-0.4602991360486669,0.3891445408873137,NS
GMB,1997,-0.4602991360486669,0.3500669805103626,NS
GNB,1997,-0.4602991360486669,-0.055116077769152144,NS
GNQ,1997,-0.4602991360486669,-0.4602991360486669,NS
KEN,1997,-0.35523950370124135,-0.12763109077180873,NS
LBR,1997,-0.13966307333038186,0.8530607776998784,NS
LSO,1997,-0.4602991360486669,-0.3430176739425778,NS
MDG,1997,-0.4602991360486669,0,NS
MLI,1997,-0.4347189949557336,-0.29139263796461407,NS
MOZ,1997,-0.4602991360486669,-0.4393103845210237,NS
MRT,1997,-0.4602991360486669,-0.04232600722268548,NS
MWI,1997,-0.4602991360486669,-0.45741545369541026,NS
NAM,1997,-0.4602991360486669,-0.3196842283756266,NS
NER,1997,-0.2572262641033793,-0.3915979335410764,NS
NGA,1997,-0.41382587893873307,-0.34166776447857367,NS
RWA,1997,2.246409225650316,0.9234688366925454,HH
SDN,1997,0.3584817889780621,-0.211263060095152,NS
SEN,1997,0.3500669805103626,-0.45518310783008026,NS
SLE,1997,3.479780605196969,-0.2999811046895244,NS
SOM,1997,0.35082198698110395,-0.3988863114424413,NS
SSD,1997,-0.4602991360486669,-0.04691720649447664,NS
SWZ,1997,-0.4602991360486669,-0.40165840499562233,NS
TCD,1997,-0.18884652171358143,-0.2466337252322768,NS
TGO,1997,-0.4602991360486669,-0.4602991360486669,NS
TZA,1997,-0.4516480889888972,0.5819744686952693,NS
UGA,1997,0.3655029033810578,0.2463612649038161,NS
ZAF,1997,-0.3430176739425778,-0.46029913604866685,NS
ZMB,1997,-0.4602991360486669,-0.2968832501767771,NS
ZWE,1997,-0.4602991360486669,-0.4368428436274491,NS
AGO,1998,0.8293650562792181,0.2803438624271405,NS
BDI,1998,2.12748654282127,0.18439876717570342,NS
